track_id,method_identity,domain,submitted_rows,successful_rows,failed_rows,true_feasible_count,certified_count,false_certificate_count,median_feasible_regret,mean_feasible_regret,mean_source_calls,mean_target_initial_design_calls,mean_target_adaptive_search_calls,mean_target_search_calls,mean_target_safety_verification_calls,mean_target_objective_comparison_calls,mean_target_verification_calls,mean_target_total_calls,mean_optimization_calls_excluding_verification,mean_source_plus_target_total_calls,mean_aleatoric_log_variance_rmse,mean_aleatoric_variance_rmse,mean_aleatoric_upper_coverage,mean_aleatoric_variance_shape_correlation,post_run_aleatoric_audit_count
target_only_total_cost_n397,botorch_scbo:canonical_scbo_constrained_ts,InventorySupplyChain,20,18,2,0,0,0,,,0.0,10.0,387.0,397.0,176.0,0.0,176.0,573.0,397.0,573.0,,,,,0
target_only_total_cost_n397,botorch_scbo:canonical_scbo_constrained_ts,QueueResourceControl,20,20,0,0,0,0,,,0.0,10.0,387.0,397.0,176.0,0.0,176.0,573.0,397.0,573.0,,,,,0
target_only_total_cost_n397,botorch_turbo:canonical_turbo1_ts,FactorShockStatePolicyRZDT1,20,20,0,0,0,0,,,0.0,10.0,387.0,397.0,176.0,0.0,176.0,573.0,397.0,573.0,,,,,0
target_only_total_cost_n397,botorch_turbo:canonical_turbo1_ts,InventorySupplyChain,20,20,0,0,0,0,,,0.0,10.0,387.0,397.0,176.0,0.0,176.0,573.0,397.0,573.0,,,,,0
target_only_total_cost_n397,botorch_turbo:canonical_turbo1_ts,QueueResourceControl,20,20,0,0,0,0,,,0.0,10.0,387.0,397.0,176.0,0.0,176.0,573.0,397.0,573.0,,,,,0
uniform_external_total_cost_d1000_n397,uniform_verified::botorch_scbo:canonical_scbo_constrained_ts,FactorShockStatePolicyRZDT1,20,20,0,0,0,0,,,0.0,10.0,387.0,397.0,256.0,0.0,256.0,653.0,397.0,653.0,,,,,0
uniform_external_total_cost_d1000_n397,uniform_verified::botorch_scbo:canonical_scbo_constrained_ts,InventorySupplyChain,20,20,0,0,0,0,,,0.0,10.0,387.0,397.0,256.0,0.0,256.0,653.0,397.0,653.0,,,,,0
uniform_external_total_cost_d1000_n397,uniform_verified::botorch_scbo:canonical_scbo_constrained_ts,QueueResourceControl,20,20,0,0,0,0,,,0.0,10.0,387.0,397.0,256.0,0.0,256.0,653.0,397.0,653.0,,,,,0
uniform_external_total_cost_d1000_n397,uniform_verified::botorch_turbo:canonical_turbo1_ts,FactorShockStatePolicyRZDT1,20,20,0,0,0,0,,,0.0,10.0,387.0,397.0,256.0,0.0,256.0,653.0,397.0,653.0,,,,,0
uniform_external_total_cost_d1000_n397,uniform_verified::botorch_turbo:canonical_turbo1_ts,InventorySupplyChain,20,20,0,0,0,0,,,0.0,10.0,387.0,397.0,256.0,0.0,256.0,653.0,397.0,653.0,,,,,0
uniform_external_total_cost_d1000_n397,uniform_verified::botorch_turbo:canonical_turbo1_ts,QueueResourceControl,20,20,0,0,0,0,,,0.0,10.0,387.0,397.0,256.0,0.0,256.0,653.0,397.0,653.0,,,,,0
uniform_external_total_cost_d1000_n397,uniform_verified::canonical_saasbo_every_iteration,FactorShockStatePolicyRZDT1,20,20,0,20,20,0,0.00824999999999998,0.00824999999999998,384.0,10.0,3.0,13.0,140.8,0.0,140.8,153.8,397.0,537.8,,,,,0
uniform_external_total_cost_d1000_n397,uniform_verified::canonical_saasbo_every_iteration,InventorySupplyChain,20,20,0,20,20,0,0.0030653257750624385,0.005202006366712581,384.0,10.0,3.0,13.0,128.0,0.0,128.0,141.0,397.0,525.0,,,,,0
uniform_external_total_cost_d1000_n397,uniform_verified::canonical_saasbo_every_iteration,QueueResourceControl,20,20,0,20,20,0,0.0014327770906072679,0.0018497444228611382,384.0,10.0,3.0,13.0,128.0,0.0,128.0,141.0,397.0,525.0,,,,,0
uniform_external_total_cost_d1000_n397,uniform_verified::saasbo_periodic_capped,FactorShockStatePolicyRZDT1,20,20,0,0,0,0,,,0.0,10.0,387.0,397.0,256.0,0.0,256.0,653.0,397.0,653.0,,,,,0
uniform_external_total_cost_d1000_n397,uniform_verified::saasbo_periodic_capped,InventorySupplyChain,20,20,0,2,2,0,0.016470655176298532,0.016470655176298532,0.0,10.0,387.0,397.0,243.2,0.0,243.2,640.2,397.0,640.2,,,,,0
uniform_external_total_cost_d1000_n397,uniform_verified::saasbo_periodic_capped,QueueResourceControl,20,20,0,0,0,0,,,0.0,10.0,387.0,397.0,256.0,0.0,256.0,653.0,397.0,653.0,,,,,0
